study_hours_per_day,prep_days_before_exam,attendance_percentage,internal_marks,internal_marks_weight,subject_difficulty,study_material_source,past_performance,self_study_or_coaching,motivation_level,doubt_resolution_time,exam_anxiety_level,final_exam_marks
,18.0,76.6,86.99,0.7,3.0,Textbooks,68.07,Coaching,4.0,4.36,4.0,60.9
4.31,13.0,87.5,67.62,0.55,5.0,YouTube,75.54,Coaching,3.0,3.0,4.0,51.9
4.82,39.0,87.56,100.0,0.33,1.0,YouTube,71.93,Group study,2.0,7.25,5.0,61.6
3.8,17.0,96.09,80.08,0.85,3.0,Coaching,66.64,Self-study,4.0,0.56,2.0,73.9
2.98,15.0,77.28,82.48,0.91,2.0,Coaching,63.39,Self-study,3.0,0.35,4.0,69.0
3.37,28.0,83.12,73.32,0.96,3.0,,75.83,Group study,3.0,0.1,4.0,77.4
4.13,20.0,98.92,68.57,0.24,4.0,Notes,,Coaching,2.0,8.41,2.0,48.2
4.18,9.0,80.66,68.57,0.83,5.0,Coaching,58.29,Self-study,4.0,4.33,4.0,59.5
4.29,15.0,75.1,73.82,0.41,4.0,Textbooks,55.84,Self-study,5.0,9.79,3.0,49.8
4.54,12.0,90.75,63.15,0.31,3.0,YouTube,76.9,Self-study,4.0,9.86,3.0,49.9
1.45,20.0,76.22,95.9,0.4,3.0,YouTube,47.49,Coaching,4.0,6.78,4.0,52.8
4.83,9.0,91.44,48.63,0.4,4.0,Notes,74.95,Self-study,3.0,8.49,3.0,39.2
2.3,17.0,80.77,53.9,,2.0,YouTube,61.69,Self-study,3.0,0.0,4.0,46.0
2.03,17.0,80.36,70.0,0.11,3.0,Notes,65.85,Self-study,3.0,5.18,5.0,37.4
5.15,18.0,92.59,76.35,0.13,1.0,YouTube,49.58,Self-study,2.0,0.0,3.0,39.1
3.04,34.0,65.14,40.47,0.97,3.0,Coaching,72.88,Group study,4.0,0.88,3.0,54.7
3.65,15.0,84.84,51.42,0.49,3.0,YouTube,42.14,Self-study,2.0,5.5,3.0,42.0
5.27,35.0,97.41,70.85,0.63,2.0,Notes,75.86,Coaching,3.0,5.3,3.0,70.9
3.86,37.0,100.0,68.23,0.63,5.0,YouTube,52.77,Self-study,5.0,4.2,3.0,59.0
3.46,27.0,77.97,56.54,0.68,5.0,Textbooks,67.46,Coaching,3.0,3.96,1.0,60.1
2.16,22.0,82.79,66.38,0.85,4.0,Notes,78.05,Self-study,2.0,0.79,3.0,62.6
2.37,20.0,100.0,51.28,0.5,4.0,Notes,74.04,Self-study,2.0,6.94,4.0,48.0
3.31,22.0,85.11,67.9,0.1,3.0,Textbooks,74.01,Self-study,3.0,5.92,3.0,48.4
1.52,24.0,77.09,73.08,0.34,3.0,Textbooks,74.83,Group study,4.0,5.16,3.0,46.9
5.02,20.0,80.83,59.42,0.44,4.0,Textbooks,,Self-study,3.0,8.69,3.0,46.6
3.95,15.0,88.86,42.17,0.85,2.0,Textbooks,58.24,Self-study,3.0,5.13,5.0,56.9
1.7,18.0,93.68,79.6,0.65,5.0,Textbooks,,Group study,3.0,0.0,4.0,54.6
1.18,14.0,78.92,75.68,0.59,3.0,YouTube,77.37,Group study,4.0,4.66,4.0,59.6
3.31,29.0,88.62,82.03,0.36,5.0,Notes,70.06,Self-study,3.0,8.28,3.0,45.1
3.18,20.0,74.12,51.48,0.25,3.0,Textbooks,60.83,Coaching,2.0,8.13,1.0,40.3
4.05,,79.52,73.63,0.64,4.0,YouTube,52.74,Self-study,5.0,10.17,3.0,60.0
2.33,13.0,100.0,51.92,0.84,4.0,Textbooks,81.7,Self-study,5.0,9.34,5.0,66.9
3.29,26.0,72.19,54.3,0.26,2.0,YouTube,59.11,Group study,1.0,3.75,5.0,36.5
2.39,13.0,93.78,38.85,0.46,3.0,Coaching,57.73,Group study,2.0,9.51,4.0,40.1
5.48,36.0,79.16,77.56,0.56,4.0,Textbooks,70.27,Self-study,3.0,4.74,3.0,62.1
2.4,29.0,82.63,62.03,0.57,5.0,YouTube,64.32,Self-study,2.0,4.98,3.0,54.2
3.63,13.0,88.88,41.42,0.69,1.0,Textbooks,44.37,Self-study,3.0,5.47,3.0,51.7
2.7,14.0,91.98,66.88,0.66,5.0,,63.19,Coaching,3.0,11.98,3.0,50.4
3.46,5.0,78.32,61.21,0.28,2.0,Textbooks,93.48,Self-study,4.0,6.69,3.0,47.7
4.1,14.0,89.02,65.43,0.79,2.0,Coaching,85.0,Group study,4.0,2.3,3.0,66.1
4.42,22.0,90.21,88.01,0.86,4.0,YouTube,60.36,Self-study,4.0,5.18,3.0,71.0
3.95,24.0,90.69,63.7,0.81,4.0,Coaching,75.04,Self-study,1.0,1.59,4.0,62.8
2.97,10.0,74.14,93.52,0.62,2.0,Textbooks,89.92,Self-study,2.0,2.29,3.0,63.6
3.94,22.0,73.6,65.58,0.65,2.0,YouTube,62.35,Self-study,4.0,9.84,2.0,60.2
5.18,30.0,100.0,88.34,0.6,3.0,Textbooks,73.62,Coaching,2.0,6.97,2.0,75.6
3.22,15.0,90.79,94.31,0.39,3.0,Textbooks,55.75,Group study,3.0,3.35,2.0,60.2
3.07,13.0,100.0,70.03,0.23,4.0,Notes,76.27,Self-study,2.0,0.87,3.0,47.1
1.11,14.0,72.16,60.25,0.57,3.0,Coaching,73.0,Self-study,1.0,7.45,2.0,44.2
3.61,10.0,83.92,47.59,0.54,4.0,Textbooks,48.76,Group study,1.0,7.93,5.0,38.3
5.05,28.0,78.27,69.78,0.52,3.0,YouTube,74.59,Group study,2.0,9.99,2.0,64.4
2.93,16.0,87.03,100.0,0.34,3.0,Coaching,49.0,Coaching,,9.53,3.0,53.4
4.24,11.0,98.79,70.45,0.32,3.0,Textbooks,62.86,Group study,4.0,3.84,3.0,56.3
1.52,0.0,100.0,42.84,0.36,4.0,YouTube,36.94,Self-study,1.0,1.6,4.0,25.8
1.8,43.0,85.95,,,4.0,Notes,54.44,Coaching,3.0,3.52,4.0,51.3
3.38,28.0,76.61,100.0,0.84,3.0,Coaching,54.36,Group study,4.0,4.2,2.0,78.1
3.69,19.0,76.33,75.74,0.26,2.0,YouTube,63.14,Group study,3.0,2.66,3.0,46.7
2.81,18.0,71.87,82.16,0.1,4.0,YouTube,55.82,Self-study,4.0,3.93,4.0,33.7
2.14,13.0,83.88,55.15,0.19,5.0,Textbooks,45.45,Group study,2.0,6.4,2.0,29.3
4.7,9.0,87.69,86.32,0.67,4.0,Textbooks,91.79,Group study,3.0,7.55,4.0,64.5
4.91,34.0,77.0,78.62,0.4,5.0,Notes,63.12,Group study,5.0,3.42,2.0,56.8
1.4,15.0,84.43,59.2,0.58,4.0,Textbooks,92.29,Self-study,2.0,3.22,3.0,57.4
0.12,21.0,90.32,79.79,0.5,3.0,Notes,47.55,Group study,3.0,6.0,4.0,46.8
2.35,0.0,72.59,81.02,0.66,3.0,Textbooks,58.69,Coaching,4.0,6.06,4.0,49.0
3.32,13.0,73.65,51.16,0.87,5.0,Coaching,62.74,Self-study,4.0,6.31,,61.9
,3.0,,81.55,0.3,4.0,,63.74,Self-study,2.0,5.73,3.0,32.4
2.54,27.0,91.59,39.24,0.76,3.0,,77.18,Group study,1.0,10.46,,60.0
,23.0,73.67,74.63,0.48,1.0,Notes,71.06,Self-study,3.0,5.46,3.0,70.9
4.72,0.0,82.69,59.63,0.17,2.0,Textbooks,62.48,Self-study,4.0,0.79,2.0,47.9
2.68,13.0,100.0,39.52,0.79,3.0,YouTube,60.13,Group study,4.0,5.64,3.0,47.3
4.04,21.0,71.01,98.72,0.48,5.0,Textbooks,69.99,Coaching,4.0,5.77,3.0,60.8
2.61,25.0,76.39,77.25,0.43,2.0,Textbooks,59.56,Self-study,4.0,0.0,2.0,57.5
3.01,10.0,95.03,72.28,0.59,3.0,Notes,82.48,Coaching,3.0,4.46,4.0,62.3
5.51,34.0,83.67,50.93,0.62,4.0,YouTube,79.16,Coaching,3.0,11.96,1.0,65.4
5.01,20.0,91.14,39.12,0.1,,Textbooks,86.23,Coaching,4.0,7.52,3.0,44.7
3.71,6.0,83.95,44.35,0.64,2.0,YouTube,83.95,Self-study,3.0,5.47,2.0,64.6
3.5,8.0,84.55,84.81,0.14,2.0,Coaching,65.6,Coaching,3.0,7.2,3.0,44.6
2.77,8.0,92.66,55.35,0.73,1.0,Textbooks,75.9,Coaching,4.0,5.4,5.0,58.7
2.54,35.0,87.75,56.65,0.35,3.0,Coaching,56.35,Self-study,4.0,4.44,4.0,57.8
1.89,21.0,79.06,58.67,0.52,5.0,,45.52,Self-study,3.0,4.07,3.0,38.6
3.9,23.0,86.71,54.71,0.37,3.0,Notes,81.31,Group study,3.0,6.62,2.0,60.3
4.21,16.0,96.2,76.34,0.46,3.0,Coaching,66.92,Self-study,2.0,6.61,3.0,63.8
0.0,34.0,74.32,86.13,0.81,4.0,YouTube,69.24,Self-study,2.0,9.42,5.0,67.7
4.52,21.0,83.68,81.45,0.52,2.0,Notes,58.14,Self-study,4.0,5.71,2.0,61.6
5.35,26.0,81.46,76.95,0.73,1.0,Coaching,79.57,Self-study,5.0,7.57,3.0,85.4
6.59,15.0,86.36,73.75,0.45,2.0,Coaching,67.11,Self-study,2.0,4.89,2.0,69.0
5.62,13.0,93.77,91.7,0.56,3.0,,67.1,Self-study,5.0,9.16,2.0,79.2
2.81,10.0,64.98,100.0,0.81,3.0,Notes,38.76,Coaching,3.0,7.79,1.0,59.7
2.61,17.0,86.05,52.93,0.9,3.0,Coaching,87.21,Self-study,5.0,4.89,2.0,60.9
3.37,21.0,89.25,58.72,0.55,4.0,Textbooks,74.12,Group study,3.0,5.44,2.0,53.2
3.54,0.0,80.97,86.12,0.89,5.0,Textbooks,53.29,Self-study,3.0,5.65,1.0,78.5
4.39,18.0,80.27,72.53,0.28,4.0,YouTube,78.43,Group study,4.0,5.7,,64.5
4.73,0.0,67.01,52.87,0.23,4.0,Textbooks,65.82,Self-study,4.0,16.12,4.0,38.6
2.79,,71.02,74.93,0.15,3.0,Textbooks,71.58,Group study,5.0,5.52,5.0,46.1
2.96,11.0,87.08,,0.79,2.0,,83.55,Self-study,3.0,2.57,3.0,71.3
5.42,24.0,79.85,54.38,0.25,2.0,Notes,49.0,Coaching,,4.39,2.0,55.1
3.92,5.0,97.4,88.8,0.39,2.0,Textbooks,53.08,,3.0,4.7,3.0,52.5
2.86,18.0,96.81,72.62,0.65,5.0,YouTube,71.49,,2.0,6.39,3.0,54.3
1.58,15.0,69.83,52.19,0.3,1.0,Textbooks,57.67,Self-study,4.0,1.44,3.0,43.2
3.71,16.0,85.6,68.64,0.43,3.0,YouTube,74.68,Self-study,4.0,8.43,3.0,68.3
3.54,32.0,77.99,71.69,0.38,4.0,YouTube,74.23,Coaching,4.0,9.86,2.0,65.3
2.25,18.0,80.09,77.75,0.92,3.0,YouTube,41.21,Group study,3.0,8.51,3.0,66.1
6.1,10.0,100.0,65.86,0.48,3.0,Textbooks,79.53,Group study,3.0,14.39,2.0,72.1
4.28,19.0,89.43,64.37,0.37,1.0,Notes,68.57,Self-study,3.0,5.73,1.0,58.2
3.39,18.0,85.19,72.46,0.12,3.0,Textbooks,83.54,Coaching,4.0,2.41,3.0,43.1
3.8,12.0,90.36,71.26,0.8,2.0,Notes,76.84,Coaching,3.0,8.92,3.0,69.1
3.47,10.0,84.45,53.97,0.41,2.0,Textbooks,72.91,Coaching,4.0,7.84,2.0,50.8
0.0,29.0,80.92,60.93,0.11,3.0,Notes,83.04,Self-study,4.0,1.81,5.0,32.9
3.79,35.0,61.17,73.82,0.18,2.0,Coaching,56.72,Coaching,2.0,9.58,4.0,44.8
1.37,36.0,79.84,54.09,0.17,4.0,,69.92,Coaching,2.0,6.87,2.0,42.8
3.02,25.0,92.13,79.92,0.5,3.0,YouTube,83.1,Group study,3.0,6.26,3.0,58.7
2.64,8.0,95.87,,0.7,3.0,Coaching,58.82,Group study,2.0,6.76,4.0,52.2
3.39,21.0,75.92,67.01,0.69,3.0,YouTube,76.4,Group study,3.0,2.34,5.0,66.0
2.65,18.0,79.73,75.5,0.35,3.0,Notes,74.3,Self-study,4.0,8.84,5.0,63.4
5.18,22.0,100.0,78.45,0.31,5.0,Textbooks,69.21,Self-study,3.0,5.44,3.0,55.9
3.46,18.0,89.88,64.98,0.33,3.0,Coaching,82.95,,4.0,4.71,4.0,52.4
2.66,20.0,85.29,59.47,0.36,3.0,Notes,74.17,Coaching,4.0,,5.0,57.4
2.59,40.0,90.13,55.6,,,Notes,77.52,Coaching,3.0,0.99,3.0,66.2
5.08,11.0,86.66,60.04,0.55,5.0,YouTube,68.03,Coaching,4.0,6.09,4.0,53.2
3.08,12.0,78.03,96.45,0.24,2.0,Textbooks,45.91,Self-study,2.0,5.17,4.0,49.2
2.73,10.0,99.53,71.16,0.4,3.0,YouTube,53.66,Coaching,2.0,3.17,4.0,46.6
3.22,18.0,,81.78,0.64,2.0,Coaching,56.52,Group study,2.0,3.85,4.0,62.3
4.51,17.0,91.23,97.2,,2.0,Textbooks,45.1,Self-study,4.0,0.0,2.0,67.5
0.0,11.0,74.42,61.44,0.49,3.0,Notes,89.75,Coaching,4.0,8.14,4.0,52.7
5.18,29.0,85.71,55.18,0.2,,Textbooks,57.04,Coaching,4.0,5.12,2.0,63.9
2.76,25.0,80.03,,0.1,2.0,Textbooks,70.21,Self-study,1.0,7.76,3.0,44.4
4.38,17.0,86.65,63.49,0.34,2.0,YouTube,69.66,Self-study,4.0,4.56,4.0,57.1
5.43,5.0,85.79,81.21,0.38,3.0,YouTube,55.58,Coaching,3.0,8.93,4.0,40.7
4.4,29.0,92.17,71.46,0.23,1.0,,48.56,Self-study,3.0,6.72,4.0,50.0
4.24,33.0,78.54,79.26,0.23,5.0,Textbooks,66.1,Self-study,3.0,0.0,3.0,54.1
2.56,13.0,,51.13,0.35,4.0,YouTube,56.34,Coaching,2.0,6.58,4.0,39.8
0.89,36.0,88.48,55.95,0.76,2.0,Coaching,67.55,Self-study,4.0,1.29,2.0,69.4
3.88,8.0,93.61,59.6,0.61,4.0,Textbooks,51.07,Coaching,4.0,9.85,4.0,48.0
2.83,13.0,99.04,58.95,,1.0,Textbooks,73.19,Self-study,4.0,9.49,3.0,58.8
0.0,13.0,89.63,80.33,0.68,3.0,YouTube,68.63,Group study,4.0,11.4,2.0,57.2
3.31,15.0,84.23,73.68,0.62,3.0,Textbooks,81.88,Self-study,3.0,4.28,3.0,64.7
2.96,14.0,76.96,65.14,0.38,2.0,Textbooks,80.93,Self-study,2.0,2.29,1.0,57.0
3.5,18.0,82.9,78.67,0.55,4.0,Textbooks,66.34,Coaching,4.0,0.0,1.0,69.0
6.63,15.0,94.17,77.84,0.1,5.0,Textbooks,89.96,Coaching,2.0,4.46,2.0,53.8
3.21,1.0,,65.99,0.63,4.0,YouTube,67.0,Coaching,5.0,9.05,4.0,59.4
2.49,34.0,76.16,100.0,0.62,2.0,YouTube,83.84,Self-study,3.0,5.04,4.0,79.3
4.08,13.0,90.76,84.34,0.91,3.0,YouTube,77.57,Self-study,4.0,2.93,3.0,87.8
4.19,13.0,80.82,61.11,0.93,3.0,YouTube,68.35,Self-study,4.0,4.38,4.0,67.8
3.78,29.0,100.0,67.05,0.29,3.0,Notes,84.25,Group study,3.0,3.71,4.0,52.6
2.91,8.0,87.66,74.1,0.1,4.0,Notes,67.54,Group study,4.0,8.26,3.0,40.2
1.5,14.0,71.89,65.6,0.77,4.0,Notes,60.86,Self-study,4.0,1.04,2.0,57.1
4.05,21.0,74.41,71.08,0.85,3.0,YouTube,65.02,Coaching,5.0,9.82,2.0,74.1
3.35,6.0,67.43,65.99,0.46,4.0,YouTube,57.7,Coaching,4.0,7.91,3.0,38.3
3.21,14.0,81.81,60.28,0.64,3.0,Coaching,71.02,Self-study,4.0,6.76,,59.9
2.07,19.0,71.65,59.3,0.5,1.0,YouTube,76.7,Self-study,4.0,8.31,2.0,49.7
5.08,29.0,94.12,63.76,0.41,4.0,YouTube,48.99,Self-study,3.0,4.04,3.0,55.3
3.73,31.0,82.12,47.6,0.92,4.0,YouTube,74.08,Self-study,5.0,6.21,3.0,68.6
5.33,30.0,96.63,41.54,0.52,4.0,YouTube,80.22,Group study,4.0,5.0,4.0,57.5
,32.0,83.61,60.43,0.81,3.0,Notes,74.5,Coaching,2.0,7.56,3.0,50.0
2.81,16.0,81.2,82.67,0.77,4.0,Textbooks,60.55,Group study,2.0,9.69,5.0,60.5
0.0,18.0,79.45,59.07,0.71,3.0,Notes,83.5,Coaching,3.0,0.0,4.0,49.6
3.61,32.0,,82.73,0.46,4.0,YouTube,31.12,Self-study,3.0,5.54,2.0,54.7
3.9,13.0,87.97,,0.53,3.0,YouTube,61.72,Group study,3.0,3.68,,63.3
3.79,25.0,90.04,64.38,0.7,3.0,Coaching,81.15,Group study,5.0,1.29,4.0,68.2
3.95,11.0,86.3,88.92,0.2,2.0,YouTube,47.27,Group study,3.0,3.27,4.0,44.7
1.71,17.0,94.31,74.65,0.34,5.0,Notes,70.88,Group study,4.0,5.25,3.0,42.7
4.39,14.0,91.87,77.31,0.64,1.0,YouTube,100.0,Coaching,4.0,8.39,2.0,84.1
2.3,15.0,81.85,72.54,0.43,2.0,Textbooks,60.73,Group study,2.0,9.73,4.0,51.9
3.49,21.0,69.27,72.8,0.87,3.0,Coaching,66.91,Self-study,3.0,4.92,3.0,54.9
1.78,28.0,82.59,79.41,0.1,3.0,YouTube,76.7,Coaching,2.0,1.14,1.0,53.4
4.45,12.0,100.0,49.69,0.32,,YouTube,78.65,Self-study,2.0,5.55,3.0,61.2
4.92,23.0,82.95,86.55,0.1,4.0,Coaching,72.86,Self-study,3.0,4.49,1.0,50.0
3.99,28.0,100.0,71.12,0.55,2.0,Coaching,51.12,Self-study,3.0,4.69,3.0,59.3
1.2,4.0,90.17,80.96,0.22,3.0,Coaching,93.89,Group study,2.0,0.0,4.0,49.6
3.41,14.0,76.22,80.44,0.29,3.0,Textbooks,54.34,Group study,3.0,3.14,3.0,34.0
3.49,11.0,93.49,57.74,0.54,2.0,Notes,70.51,Self-study,4.0,2.95,4.0,63.4
2.96,16.0,90.06,71.82,0.25,1.0,YouTube,73.29,Coaching,3.0,,2.0,45.0
5.21,0.0,85.14,56.48,0.5,3.0,Coaching,63.28,Self-study,3.0,6.08,3.0,49.1
5.23,19.0,98.77,71.74,0.68,3.0,Textbooks,65.86,Group study,2.0,5.4,3.0,67.9
5.3,43.0,94.82,50.97,0.33,3.0,YouTube,60.2,Coaching,3.0,4.33,3.0,55.9
4.07,21.0,91.04,57.56,0.64,5.0,Coaching,62.23,Coaching,4.0,9.42,4.0,51.0
6.31,21.0,85.93,44.98,0.66,3.0,Coaching,,Group study,4.0,5.43,4.0,66.7
4.39,30.0,83.44,75.31,0.51,4.0,Textbooks,54.46,Coaching,3.0,5.97,3.0,62.7
4.67,,83.32,71.27,0.54,3.0,Notes,56.15,Self-study,5.0,7.63,1.0,57.7
2.69,21.0,100.0,67.41,0.12,3.0,Textbooks,,Coaching,3.0,1.36,5.0,55.0
3.42,24.0,89.71,54.97,0.73,3.0,YouTube,64.17,Coaching,4.0,8.58,3.0,68.5
3.42,28.0,97.87,69.09,0.81,3.0,Textbooks,71.97,Coaching,2.0,7.97,1.0,82.8
4.8,10.0,86.37,25.88,0.52,4.0,Coaching,57.35,Group study,3.0,2.67,3.0,46.8
3.55,17.0,74.59,47.56,0.86,4.0,Notes,86.25,Self-study,4.0,9.68,3.0,61.8
2.45,8.0,86.41,55.48,0.31,3.0,Textbooks,66.11,Self-study,4.0,6.7,3.0,41.2
5.27,10.0,93.75,80.46,0.18,4.0,Textbooks,69.37,Group study,2.0,5.19,1.0,49.6
2.96,28.0,88.44,77.91,0.1,,YouTube,48.07,Self-study,3.0,1.72,3.0,38.9
3.85,,74.11,78.97,0.4,3.0,Coaching,71.25,Self-study,2.0,0.83,,55.6
7.92,18.0,89.88,65.83,0.43,4.0,Textbooks,86.75,Coaching,3.0,1.85,5.0,66.7
1.61,23.0,100.0,80.15,0.16,4.0,YouTube,80.75,Coaching,3.0,2.71,2.0,53.6
6.41,0.0,70.26,81.26,0.8,4.0,Textbooks,58.43,Coaching,3.0,2.86,3.0,62.3
2.36,25.0,,82.8,0.36,5.0,Notes,62.6,Group study,3.0,7.61,3.0,51.0
1.48,34.0,91.39,,0.53,3.0,YouTube,77.68,Self-study,2.0,6.18,3.0,57.0
4.48,25.0,92.86,66.81,0.68,2.0,Coaching,70.82,Self-study,1.0,1.01,1.0,70.5
4.07,8.0,94.47,49.4,0.1,4.0,YouTube,60.78,Self-study,2.0,5.59,4.0,34.1
2.12,19.0,92.3,60.14,0.54,1.0,YouTube,54.33,Self-study,4.0,6.15,4.0,48.9
0.69,0.0,96.93,93.82,0.59,,Textbooks,79.97,Self-study,4.0,0.0,3.0,63.2
3.33,12.0,98.23,70.72,0.1,,Coaching,55.9,Self-study,4.0,6.42,4.0,53.1
4.18,18.0,82.34,54.87,0.82,,Notes,96.54,Group study,3.0,7.24,3.0,63.3
4.25,22.0,79.34,33.62,0.71,3.0,Coaching,63.41,Self-study,2.0,4.8,4.0,49.9
3.15,17.0,90.42,100.0,0.31,3.0,Notes,53.78,Group study,2.0,7.75,2.0,48.3
,7.0,93.27,39.92,0.15,5.0,Textbooks,54.5,Coaching,5.0,6.06,1.0,39.3
4.63,28.0,91.37,,0.36,3.0,YouTube,81.47,Group study,3.0,3.79,2.0,69.5
5.05,14.0,84.02,57.21,0.33,,YouTube,53.23,Group study,4.0,8.24,3.0,52.5
3.45,37.0,90.44,79.1,0.33,1.0,Textbooks,49.26,Coaching,,1.96,3.0,59.5
4.11,17.0,79.56,67.54,0.42,4.0,Textbooks,80.4,Self-study,2.0,2.88,3.0,53.5
2.9,21.0,72.79,79.7,0.78,5.0,Notes,82.69,Coaching,5.0,0.85,3.0,64.7
3.22,17.0,78.29,82.0,0.65,2.0,Textbooks,58.64,Self-study,3.0,4.2,2.0,61.0
2.26,29.0,97.16,75.69,0.34,3.0,Notes,73.51,Coaching,3.0,0.07,3.0,58.3
4.01,18.0,82.77,59.79,,2.0,YouTube,68.45,Coaching,4.0,9.14,2.0,63.8
3.13,23.0,64.8,75.97,0.57,4.0,Coaching,57.64,Coaching,3.0,4.29,3.0,56.0
2.15,27.0,85.66,,0.32,2.0,Textbooks,,Self-study,4.0,6.68,5.0,51.4
1.46,20.0,90.1,87.05,0.57,3.0,Notes,57.48,Coaching,1.0,1.36,3.0,57.7
4.72,22.0,80.48,100.0,0.19,1.0,YouTube,73.59,Coaching,3.0,0.0,2.0,62.6
3.13,9.0,91.15,92.7,0.61,3.0,YouTube,72.49,,5.0,5.39,1.0,80.1
5.38,8.0,65.61,87.47,0.45,2.0,Textbooks,51.56,Self-study,3.0,12.06,4.0,52.8
3.24,19.0,76.83,88.13,0.53,2.0,YouTube,71.83,Self-study,1.0,9.95,3.0,59.3
1.83,11.0,87.0,68.47,0.9,4.0,Coaching,70.98,Coaching,3.0,,3.0,66.1
3.74,26.0,79.33,83.01,0.54,4.0,Coaching,53.63,Coaching,4.0,5.58,4.0,69.5
,25.0,76.77,63.9,0.46,1.0,YouTube,56.92,Coaching,1.0,11.6,3.0,48.5
3.88,1.0,100.0,61.32,0.37,3.0,Textbooks,46.07,Self-study,5.0,,3.0,48.8
3.49,39.0,92.95,48.91,0.31,4.0,YouTube,88.92,Self-study,4.0,4.81,2.0,52.2
1.98,38.0,90.96,75.36,0.1,3.0,YouTube,80.46,Self-study,4.0,0.0,4.0,40.6
2.8,,81.48,62.66,0.56,3.0,YouTube,90.49,Self-study,2.0,3.87,3.0,62.1
,11.0,100.0,87.45,0.81,3.0,Textbooks,48.75,,4.0,6.75,4.0,74.9
1.68,29.0,70.43,73.37,0.2,4.0,Notes,65.1,Self-study,4.0,2.13,3.0,42.4
7.02,30.0,93.22,56.08,0.35,3.0,Textbooks,78.11,Coaching,2.0,3.91,1.0,64.3
3.06,,74.26,76.25,0.25,2.0,Textbooks,55.88,Group study,3.0,4.64,1.0,42.9
5.75,35.0,90.54,72.19,0.52,4.0,YouTube,56.21,Group study,4.0,0.0,2.0,68.0
2.12,16.0,86.61,69.88,0.16,,YouTube,47.14,Group study,4.0,11.78,3.0,32.8
3.02,20.0,83.13,64.22,0.39,4.0,YouTube,73.28,Coaching,1.0,3.65,3.0,50.5
4.08,9.0,76.28,91.83,0.22,5.0,Notes,79.07,Group study,2.0,2.44,4.0,38.6
8.15,10.0,79.68,69.09,0.15,3.0,YouTube,70.76,Coaching,2.0,7.68,3.0,46.7
2.6,22.0,100.0,67.45,0.41,4.0,Coaching,71.7,Self-study,4.0,8.45,2.0,54.1
2.15,8.0,86.24,44.39,,3.0,Notes,66.41,Coaching,4.0,3.96,3.0,38.4
2.52,11.0,92.46,82.97,0.67,4.0,Textbooks,72.13,Coaching,1.0,3.62,2.0,65.7
2.89,1.0,89.79,71.21,0.1,3.0,YouTube,42.15,Self-study,1.0,,4.0,16.3
4.05,6.0,98.71,98.35,0.47,1.0,Coaching,93.7,Self-study,4.0,5.27,4.0,74.6
2.53,34.0,73.3,86.33,0.68,4.0,Notes,84.19,Coaching,4.0,5.62,3.0,75.9
2.87,28.0,73.24,55.77,0.42,4.0,Notes,57.27,Group study,1.0,6.44,5.0,37.0
4.57,22.0,72.71,77.6,0.62,4.0,YouTube,61.59,Self-study,3.0,5.31,3.0,50.8
5.76,23.0,88.03,53.79,0.63,3.0,Textbooks,79.91,Group study,4.0,4.75,2.0,67.1
4.32,9.0,76.36,69.59,0.3,4.0,YouTube,63.91,Self-study,4.0,6.75,3.0,52.8
1.08,20.0,85.78,57.22,0.23,5.0,Notes,60.37,Self-study,3.0,5.49,2.0,39.2
5.44,20.0,88.1,60.37,0.85,3.0,YouTube,77.27,Self-study,2.0,5.78,4.0,77.2
2.09,18.0,81.07,79.09,0.89,4.0,Notes,49.35,Coaching,3.0,5.22,4.0,51.4
1.14,21.0,75.33,74.77,0.58,4.0,YouTube,89.03,Self-study,3.0,5.85,4.0,54.3
3.72,26.0,76.96,49.23,0.81,5.0,Textbooks,47.41,Group study,2.0,13.37,4.0,53.1
1.46,23.0,81.3,70.99,0.45,3.0,Notes,68.4,Coaching,2.0,1.53,3.0,46.0
2.91,38.0,95.69,67.26,0.83,2.0,Textbooks,66.57,Coaching,2.0,0.2,2.0,79.9
4.09,8.0,94.28,73.82,0.71,4.0,Notes,61.45,Self-study,5.0,6.38,4.0,63.0
4.17,27.0,96.14,48.71,0.16,5.0,Coaching,56.93,Coaching,1.0,2.33,4.0,35.8
1.16,19.0,82.39,72.3,0.74,3.0,,58.7,Coaching,4.0,2.3,2.0,72.2
4.01,13.0,87.58,54.91,0.9,3.0,YouTube,70.17,Self-study,3.0,0.44,5.0,60.7
5.0,18.0,75.56,81.92,0.82,5.0,,75.52,Group study,3.0,0.15,3.0,76.8
1.15,12.0,98.7,84.52,0.53,3.0,Textbooks,71.63,Self-study,3.0,6.54,3.0,60.1
3.14,22.0,64.23,50.52,0.41,2.0,Coaching,63.55,Group study,5.0,,4.0,46.0
3.34,10.0,91.88,60.94,0.21,2.0,Coaching,75.04,Self-study,3.0,5.62,3.0,42.9
5.24,14.0,86.56,84.64,,1.0,YouTube,50.24,Self-study,4.0,5.75,4.0,75.6
3.35,24.0,88.66,78.8,0.78,1.0,Textbooks,52.24,Self-study,5.0,5.13,1.0,72.9
4.32,9.0,80.43,96.9,0.27,2.0,Coaching,72.14,Coaching,3.0,3.5,3.0,57.2
2.41,34.0,83.85,50.29,0.39,4.0,Textbooks,73.66,Self-study,4.0,6.71,,55.2
2.21,5.0,77.26,95.87,0.38,3.0,Textbooks,73.2,Coaching,2.0,2.85,3.0,53.9
